order_id,customer_id,order_date,order_status,payment_method,shipping_method,shipping_cost,tax_amount,discount_amount,total_amount,created_at,updated_at
10715,3152,2025-11-08 02:34:20,Pending,Credit Card,Next Day,15.77,459.63,0.0,6220.8,2025-11-08 02:34:20,2025-11-08 02:34:20
10716,789,2025-06-23 11:26:43,Completed,Debit Card,Next Day,21.36,221.59,0.0,3012.82,2025-06-23 11:26:43,2025-06-23 11:26:43
10717,1762,2025-05-16 22:12:42,Completed,Debit Card,Express,24.76,36.37,0.0,515.73,2025-05-16 22:12:42,2025-05-16 22:12:42
10718,4906,2025-04-09 03:47:11,Completed,Gift Card,Express,3.61,172.33,27.3,2302.72,2025-04-09 03:47:11,2025-04-09 03:47:11
10719,4837,2025-03-01 22:42:03,Pending,PayPal,Express,24.44,416.96,0.0,5653.37,2025-03-01 22:42:03,2025-03-01 22:42:03
10720,4974,2025-10-08 04:55:20,Completed,Credit Card,Express,6.9,193.56,0.0,2619.93,2025-10-08 04:55:20,2025-10-08 04:55:20
10721,652,2025-07-20 11:41:40,Completed,Debit Card,Next Day,24.02,394.54,0.0,5350.37,2025-07-20 11:41:40,2025-07-20 11:41:40
10722,920,2025-03-09 09:43:03,Completed,Credit Card,Express,0.35,446.84,0.0,6032.65,2025-03-09 09:43:03,2025-03-09 09:43:03
10723,1062,2026-01-10 14:31:06,Pending,Credit Card,Express,16.08,260.98,0.0,3539.33,2026-01-10 14:31:06,2026-01-10 14:31:06
10724,3005,2025-03-30 20:08:00,Completed,PayPal,Next Day,2.04,114.98,0.0,1554.22,2025-03-30 20:08:00,2025-03-30 20:08:00
10725,4535,2025-12-27 03:58:19,Completed,Credit Card,Next Day,19.86,142.84,26.33,1921.92,2025-12-27 03:58:19,2025-12-27 03:58:19
10726,2627,2025-11-21 12:40:26,Completed,Gift Card,Standard,5.12,34.45,0.0,470.2,2025-11-21 12:40:26,2025-11-21 12:40:26
10727,1062,2025-12-10 05:56:52,Completed,Credit Card,Standard,3.04,164.45,37.74,2185.43,2025-12-10 05:56:52,2025-12-10 05:56:52
10728,3832,2025-03-07 21:46:14,Pending,Credit Card,Standard,18.48,320.19,0.0,4341.04,2025-03-07 21:46:14,2025-03-07 21:46:14
10729,3347,2025-08-04 22:37:05,Pending,Debit Card,Standard,15.64,94.17,0.0,1286.92,2025-08-04 22:37:05,2025-08-04 22:37:05
10730,3560,2025-11-23 20:52:28,Completed,Gift Card,Next Day,23.29,415.06,0.0,5626.54,2025-11-23 20:52:28,2025-11-23 20:52:28
10731,696,2025-06-27 09:41:48,Completed,PayPal,Standard,16.33,410.26,47.89,5506.98,2025-06-27 09:41:48,2025-06-27 09:41:48
10732,1000,2025-07-07 14:09:53,Completed,Gift Card,Standard,11.32,245.12,0.0,3320.4,2025-07-07 14:09:53,2025-07-07 14:09:53
10733,984,2025-08-21 08:21:33,Completed,Gift Card,Express,4.57,120.88,0.0,1636.4,2025-08-21 08:21:33,2025-08-21 08:21:33
10734,2092,2025-11-11 20:00:42,Completed,Gift Card,Express,5.51,289.04,0.0,3907.58,2025-11-11 20:00:42,2025-11-11 20:00:42
10735,4055,2025-12-22 20:24:14,Cancelled,Debit Card,Express,22.71,200.22,0.0,2725.65,2025-12-22 20:24:14,2025-12-22 20:24:14
10736,1793,2025-02-14 10:10:01,Completed,Credit Card,Express,15.59,54.57,0.0,752.28,2025-02-14 10:10:01,2025-02-14 10:10:01
10737,1685,2026-01-11 11:39:51,Completed,Gift Card,Next Day,18.73,282.28,0.0,3829.46,2026-01-11 11:39:51,2026-01-11 11:39:51
10738,2199,2025-05-11 11:16:31,Pending,Debit Card,Standard,18.7,188.29,0.0,2560.58,2025-05-11 11:16:31,2025-05-11 11:16:31
10739,1750,2025-04-22 17:16:55,Cancelled,Credit Card,Express,9.91,323.82,0.0,4381.48,2025-04-22 17:16:55,2025-04-22 17:16:55
10740,4317,2025-05-09 02:04:23,Completed,Gift Card,Next Day,6.41,503.44,24.71,6778.08,2025-05-09 02:04:23,2025-05-09 02:04:23
10741,4232,2025-11-27 18:16:41,Pending,PayPal,Standard,7.6,254.61,0.0,3444.79,2025-11-27 18:16:41,2025-11-27 18:16:41
10742,3893,2025-04-29 09:42:00,Completed,Credit Card,Next Day,17.46,178.99,0.0,2433.88,2025-04-29 09:42:00,2025-04-29 09:42:00
10743,1288,2025-06-01 07:26:46,Completed,PayPal,Express,19.73,15.01,7.16,215.18,2025-06-01 07:26:46,2025-06-01 07:26:46
10744,2279,2025-06-29 02:30:01,Completed,Credit Card,Standard,2.92,192.81,0.0,2605.8,2025-06-29 02:30:01,2025-06-29 02:30:01
10745,1641,2025-08-16 03:21:38,Pending,Gift Card,Express,19.16,1.79,0.0,43.29,2025-08-16 03:21:38,2025-08-16 03:21:38
10746,1274,2025-02-11 15:32:22,Completed,Credit Card,Next Day,13.47,92.01,0.0,1255.59,2025-02-11 15:32:22,2025-02-11 15:32:22
10747,1424,2025-05-30 19:04:16,Pending,Gift Card,Standard,13.44,299.8,0.0,4060.73,2025-05-30 19:04:16,2025-05-30 19:04:16
10748,2152,2025-11-08 15:38:03,Pending,Credit Card,Standard,21.85,48.28,0.0,673.61,2025-11-08 15:38:03,2025-11-08 15:38:03
10749,2075,2025-02-23 14:48:25,Cancelled,Debit Card,Next Day,6.45,358.61,0.0,4847.66,2025-02-23 14:48:25,2025-02-23 14:48:25
10750,4357,2025-09-04 18:57:00,Completed,Credit Card,Express,7.3,306.27,0.0,4141.9,2025-09-04 18:57:00,2025-09-04 18:57:00
10751,3577,2025-12-04 07:22:00,Completed,Debit Card,Standard,17.58,79.07,0.0,1084.99,2025-12-04 07:22:00,2025-12-04 07:22:00
10752,3839,2026-01-27 08:08:21,Completed,Credit Card,Standard,15.7,30.25,0.0,424.1,2026-01-27 08:08:21,2026-01-27 08:08:21
10753,2464,2025-03-22 12:11:18,Completed,PayPal,Next Day,4.01,22.37,3.43,302.61,2025-03-22 12:11:18,2025-03-22 12:11:18
10754,365,2025-04-22 01:45:25,Completed,PayPal,Standard,1.04,381.25,0.0,5147.95,2025-04-22 01:45:25,2025-04-22 01:45:25
10755,2490,2025-07-04 12:02:26,Completed,Debit Card,Next Day,0.84,449.58,0.0,6070.23,2025-07-04 12:02:26,2025-07-04 12:02:26
10756,4104,2025-06-09 19:28:57,Completed,Debit Card,Express,6.02,123.77,41.51,1635.38,2025-06-09 19:28:57,2025-06-09 19:28:57
10757,4209,2025-05-18 23:34:20,Completed,Debit Card,Standard,9.77,432.82,0.0,5852.88,2025-05-18 23:34:20,2025-05-18 23:34:20
10758,2146,2025-09-25 15:32:59,Completed,Gift Card,Express,24.88,236.84,0.0,3222.26,2025-09-25 15:32:59,2025-09-25 15:32:59
10759,1215,2025-10-21 21:11:50,Completed,PayPal,Express,24.02,199.53,0.0,2717.66,2025-10-21 21:11:50,2025-10-21 21:11:50
10760,4528,2026-01-07 21:25:49,Completed,Debit Card,Express,0.38,119.46,0.0,1613.05,2026-01-07 21:25:49,2026-01-07 21:25:49
10761,1664,2025-02-06 12:18:50,Completed,PayPal,Next Day,13.08,204.59,0.0,2775.07,2025-02-06 12:18:50,2025-02-06 12:18:50
10762,2058,2025-12-17 04:26:23,Completed,PayPal,Standard,24.25,400.18,0.0,5426.65,2025-12-17 04:26:23,2025-12-17 04:26:23
10763,3250,2025-07-09 14:28:32,Completed,Gift Card,Next Day,16.21,84.84,37.06,1124.44,2025-07-09 14:28:32,2025-07-09 14:28:32
10764,853,2025-05-25 20:26:24,Completed,Debit Card,Express,3.83,270.24,37.38,3614.7,2025-05-25 20:26:24,2025-05-25 20:26:24
10765,2611,2025-12-11 09:37:23,Completed,Debit Card,Express,19.99,248.37,0.0,3372.95,2025-12-11 09:37:23,2025-12-11 09:37:23
10766,2976,2025-05-24 20:47:34,Pending,Credit Card,Next Day,20.9,230.76,0.0,3136.21,2025-05-24 20:47:34,2025-05-24 20:47:34
10767,2967,2025-02-15 12:38:51,Completed,PayPal,Standard,18.13,47.03,0.0,653.04,2025-02-15 12:38:51,2025-02-15 12:38:51
10768,2539,2025-05-29 06:58:52,Completed,Credit Card,Next Day,24.71,148.31,18.26,2008.61,2025-05-29 06:58:52,2025-05-29 06:58:52
10769,3976,2025-09-05 17:59:33,Completed,Gift Card,Express,17.08,133.16,8.0,1806.7,2025-09-05 17:59:33,2025-09-05 17:59:33
10770,1076,2025-05-22 22:58:21,Completed,Debit Card,Standard,24.77,401.3,21.38,5420.9,2025-05-22 22:58:21,2025-05-22 22:58:21
10771,2742,2025-04-25 13:57:11,Pending,Credit Card,Express,19.11,406.07,38.32,5462.79,2025-04-25 13:57:11,2025-04-25 13:57:11
10772,1505,2025-12-19 17:59:25,Completed,Debit Card,Standard,8.54,27.4,34.34,344.16,2025-12-19 17:59:25,2025-12-19 17:59:25
10773,2079,2025-06-01 18:09:40,Pending,PayPal,Express,5.14,582.42,0.0,7867.86,2025-06-01 18:09:40,2025-06-01 18:09:40
10774,2127,2025-05-07 19:09:03,Completed,Gift Card,Express,3.93,277.11,0.0,3744.95,2025-05-07 19:09:03,2025-05-07 19:09:03
10775,4716,2025-07-06 23:13:57,Cancelled,Gift Card,Express,6.12,74.95,0.0,1017.99,2025-07-06 23:13:57,2025-07-06 23:13:57
10776,1970,2025-03-30 05:07:17,Completed,Credit Card,Standard,19.46,235.1,0.0,3193.34,2025-03-30 05:07:17,2025-03-30 05:07:17
10777,1945,2025-10-07 01:22:15,Completed,PayPal,Express,1.77,509.79,0.0,6883.89,2025-10-07 01:22:15,2025-10-07 01:22:15
10778,768,2025-07-22 11:21:27,Completed,Gift Card,Express,0.74,217.27,0.0,2933.86,2025-07-22 11:21:27,2025-07-22 11:21:27
10779,3079,2025-07-04 08:08:51,Completed,Credit Card,Express,14.36,332.45,0.0,4502.39,2025-07-04 08:08:51,2025-07-04 08:08:51
10780,3,2025-03-02 07:14:26,Pending,PayPal,Next Day,4.27,299.38,0.0,4045.9,2025-03-02 07:14:26,2025-03-02 07:14:26
10781,2805,2025-02-21 17:36:09,Pending,Gift Card,Standard,17.13,28.73,5.38,399.55,2025-02-21 17:36:09,2025-02-21 17:36:09
10782,2245,2025-02-10 02:57:59,Cancelled,Debit Card,Express,16.14,379.09,0.0,5133.87,2025-02-10 02:57:59,2025-02-10 02:57:59
10783,1171,2025-06-27 00:33:16,Completed,Gift Card,Standard,21.88,145.36,0.0,1984.2,2025-06-27 00:33:16,2025-06-27 00:33:16
10784,3385,2026-01-26 13:10:26,Completed,Gift Card,Next Day,3.63,38.58,0.0,524.46,2026-01-26 13:10:26,2026-01-26 13:10:26
10785,4237,2025-04-21 03:47:38,Pending,Debit Card,Standard,3.35,31.24,0.0,425.13,2025-04-21 03:47:38,2025-04-21 03:47:38
10786,338,2025-08-07 09:31:33,Completed,Credit Card,Next Day,4.11,144.04,0.0,1948.69,2025-08-07 09:31:33,2025-08-07 09:31:33
10787,2767,2025-04-30 09:04:36,Completed,Debit Card,Express,0.8,346.78,0.0,4682.34,2025-04-30 09:04:36,2025-04-30 09:04:36
10788,2120,2026-01-15 00:50:10,Completed,Debit Card,Next Day,11.77,270.82,0.0,3667.8,2026-01-15 00:50:10,2026-01-15 00:50:10
10789,3952,2025-07-26 06:58:58,Completed,Credit Card,Standard,4.63,170.09,0.0,2300.88,2025-07-26 06:58:58,2025-07-26 06:58:58
10790,4015,2025-08-10 04:27:09,Completed,Debit Card,Express,22.31,21.98,0.0,318.98,2025-08-10 04:27:09,2025-08-10 04:27:09
10791,2127,2025-06-08 21:42:40,Cancelled,Credit Card,Standard,14.07,170.45,0.0,2315.19,2025-06-08 21:42:40,2025-06-08 21:42:40
10792,4799,2025-10-31 22:45:29,Completed,Debit Card,Standard,10.78,404.87,0.0,5476.53,2025-10-31 22:45:29,2025-10-31 22:45:29
10793,3384,2025-09-03 08:54:48,Completed,Debit Card,Standard,14.41,117.98,0.0,1607.12,2025-09-03 08:54:48,2025-09-03 08:54:48
10794,407,2025-12-10 21:02:49,Returned,PayPal,Next Day,22.61,243.93,16.49,3299.12,2025-12-10 21:02:49,2025-12-10 21:02:49
10795,4262,2025-08-03 02:23:11,Cancelled,Gift Card,Express,11.31,418.0,47.63,5606.72,2025-08-03 02:23:11,2025-08-03 02:23:11
10796,4273,2025-02-25 10:34:17,Cancelled,PayPal,Standard,23.82,468.52,0.0,6348.8,2025-02-25 10:34:17,2025-02-25 10:34:17
10797,3549,2025-12-31 10:04:57,Completed,PayPal,Standard,9.3,176.73,0.0,2395.18,2025-12-31 10:04:57,2025-12-31 10:04:57
10798,3601,2025-12-09 17:07:19,Completed,Debit Card,Express,20.81,265.52,0.0,3605.39,2025-12-09 17:07:19,2025-12-09 17:07:19
10799,1599,2025-11-12 10:24:08,Completed,Debit Card,Express,3.96,125.66,27.16,1673.22,2025-11-12 10:24:08,2025-11-12 10:24:08
10800,3366,2025-09-12 21:00:36,Completed,Debit Card,Standard,4.52,144.1,0.0,1949.82,2025-09-12 21:00:36,2025-09-12 21:00:36
10801,4081,2025-04-20 17:32:04,Completed,Gift Card,Next Day,21.24,606.8,0.0,8213.1,2025-04-20 17:32:04,2025-04-20 17:32:04
10802,4464,2026-01-25 09:02:53,Pending,Debit Card,Next Day,3.54,486.92,0.0,6576.95,2026-01-25 09:02:53,2026-01-25 09:02:53
10803,213,2025-04-20 22:30:36,Completed,Debit Card,Standard,14.39,383.58,0.0,5192.74,2025-04-20 22:30:36,2025-04-20 22:30:36
10804,2166,2025-03-09 23:14:21,Completed,Gift Card,Next Day,16.31,242.59,0.0,3291.3,2025-03-09 23:14:21,2025-03-09 23:14:21
10805,1217,2025-09-06 23:27:07,Cancelled,PayPal,Express,1.56,291.52,0.0,3937.08,2025-09-06 23:27:07,2025-09-06 23:27:07
10806,3775,2026-01-12 19:52:55,Completed,Gift Card,Next Day,17.6,403.73,0.0,5467.99,2026-01-12 19:52:55,2026-01-12 19:52:55
10807,4260,2025-04-25 20:35:34,Completed,Debit Card,Standard,12.0,206.15,0.0,2795.01,2025-04-25 20:35:34,2025-04-25 20:35:34
10808,2155,2025-10-22 10:36:36,Completed,Gift Card,Next Day,6.06,79.32,0.0,1076.92,2025-10-22 10:36:36,2025-10-22 10:36:36
10809,1231,2025-03-01 15:13:55,Completed,PayPal,Express,22.05,307.24,0.0,4169.81,2025-03-01 15:13:55,2025-03-01 15:13:55
10810,86,2025-03-08 10:34:32,Completed,Credit Card,Standard,17.45,35.33,3.74,490.67,2025-03-08 10:34:32,2025-03-08 10:34:32
10811,2280,2025-02-13 13:05:55,Pending,Gift Card,Standard,7.33,122.79,28.88,1636.16,2025-02-13 13:05:55,2025-02-13 13:05:55
10812,3775,2025-07-04 06:24:06,Completed,Credit Card,Standard,18.35,228.93,0.0,3108.95,2025-07-04 06:24:06,2025-07-04 06:24:06
10813,4964,2025-09-16 00:39:51,Cancelled,PayPal,Standard,9.96,85.59,25.8,1139.63,2025-09-16 00:39:51,2025-09-16 00:39:51
10814,737,2025-11-02 11:08:54,Completed,PayPal,Express,2.56,61.92,8.45,830.03,2025-11-02 11:08:54,2025-11-02 11:08:54
10815,2726,2026-01-28 03:13:59,Pending,PayPal,Next Day,6.97,110.77,0.0,1502.31,2026-01-28 03:13:59,2026-01-28 03:13:59
10816,615,2025-03-29 08:21:01,Completed,PayPal,Next Day,24.49,27.4,0.0,394.45,2025-03-29 08:21:01,2025-03-29 08:21:01
10817,2052,2025-08-27 21:33:44,Completed,Credit Card,Next Day,19.25,92.01,0.0,1261.37,2025-08-27 21:33:44,2025-08-27 21:33:44
10818,3191,2026-01-05 20:55:08,Completed,Gift Card,Standard,16.66,101.75,0.0,1390.34,2026-01-05 20:55:08,2026-01-05 20:55:08
10819,4134,2025-05-05 17:17:10,Pending,Credit Card,Standard,16.51,38.76,27.45,512.35,2025-05-05 17:17:10,2025-05-05 17:17:10
10820,611,2025-09-08 13:01:02,Pending,PayPal,Express,18.57,260.34,0.0,3533.13,2025-09-08 13:01:02,2025-09-08 13:01:02
10821,4377,2025-03-09 16:25:00,Completed,Credit Card,Standard,13.33,95.48,43.19,1259.15,2025-03-09 16:25:00,2025-03-09 16:25:00
10822,942,2025-06-02 05:22:00,Cancelled,Credit Card,Express,9.74,243.16,0.0,3292.39,2025-06-02 05:22:00,2025-06-02 05:22:00
10823,510,2025-02-09 12:08:36,Completed,Credit Card,Express,15.9,207.27,26.31,2787.71,2025-02-09 12:08:36,2025-02-09 12:08:36
10824,2380,2025-11-22 15:36:14,Completed,Gift Card,Standard,12.85,431.4,0.0,5836.78,2025-11-22 15:36:14,2025-11-22 15:36:14
10825,3728,2025-04-22 16:04:09,Completed,Credit Card,Standard,11.57,40.49,0.0,558.16,2025-04-22 16:04:09,2025-04-22 16:04:09
10826,1501,2025-07-03 09:42:04,Completed,Debit Card,Next Day,18.18,120.04,0.0,1638.67,2025-07-03 09:42:04,2025-07-03 09:42:04
10827,3423,2025-09-30 23:41:04,Completed,Debit Card,Express,20.97,84.2,42.91,1114.82,2025-09-30 23:41:04,2025-09-30 23:41:04
10828,3902,2025-02-08 09:51:58,Pending,Gift Card,Express,2.65,525.22,0.0,7093.14,2025-02-08 09:51:58,2025-02-08 09:51:58
10829,1026,2025-06-05 20:13:58,Cancelled,Debit Card,Standard,4.28,172.14,14.0,2314.15,2025-06-05 20:13:58,2025-06-05 20:13:58
10830,1243,2025-06-19 18:56:34,Completed,PayPal,Next Day,1.68,47.71,0.0,645.77,2025-06-19 18:56:34,2025-06-19 18:56:34
10831,2671,2025-06-19 03:30:58,Completed,PayPal,Standard,20.5,497.99,0.0,6743.36,2025-06-19 03:30:58,2025-06-19 03:30:58
10832,1386,2026-01-26 10:40:48,Completed,Debit Card,Next Day,16.9,336.69,0.0,4562.25,2026-01-26 10:40:48,2026-01-26 10:40:48
10833,1201,2025-06-23 18:38:04,Completed,PayPal,Standard,16.43,320.45,0.0,4342.48,2025-06-23 18:38:04,2025-06-23 18:38:04
10834,2016,2025-06-11 23:36:46,Completed,Credit Card,Standard,14.76,14.18,0.0,206.15,2025-06-11 23:36:46,2025-06-11 23:36:46
10835,1576,2025-06-01 10:32:16,Completed,Gift Card,Next Day,3.67,146.73,0.0,1984.52,2025-06-01 10:32:16,2025-06-01 10:32:16
10836,1640,2025-05-11 09:58:55,Completed,Gift Card,Next Day,21.84,201.91,0.0,2747.61,2025-05-11 09:58:55,2025-05-11 09:58:55
10837,3379,2025-04-23 12:54:57,Completed,Debit Card,Next Day,15.8,228.12,0.0,3095.39,2025-04-23 12:54:57,2025-04-23 12:54:57
10838,3529,2025-09-07 06:08:47,Completed,Debit Card,Express,24.15,116.51,0.0,1597.01,2025-09-07 06:08:47,2025-09-07 06:08:47
10839,1047,2025-03-25 09:10:58,Pending,Debit Card,Next Day,15.94,650.33,0.0,8795.45,2025-03-25 09:10:58,2025-03-25 09:10:58
10840,2844,2025-09-29 19:08:41,Pending,Credit Card,Next Day,12.38,73.0,33.32,964.58,2025-09-29 19:08:41,2025-09-29 19:08:41
10841,2665,2025-08-16 18:59:46,Completed,Credit Card,Standard,5.12,116.91,0.0,1583.43,2025-08-16 18:59:46,2025-08-16 18:59:46
10842,222,2025-05-20 17:43:07,Completed,Debit Card,Express,11.52,402.22,0.0,5441.53,2025-05-20 17:43:07,2025-05-20 17:43:07
10843,2920,2025-02-25 10:48:43,Completed,Credit Card,Express,13.4,475.3,46.5,6383.49,2025-02-25 10:48:43,2025-02-25 10:48:43
10844,698,2025-09-17 10:53:44,Completed,Gift Card,Standard,16.93,296.1,14.34,3999.98,2025-09-17 10:53:44,2025-09-17 10:53:44
10845,4650,2025-11-01 12:50:19,Pending,Credit Card,Next Day,3.13,137.18,15.6,1839.47,2025-11-01 12:50:19,2025-11-01 12:50:19
10846,51,2025-05-02 16:05:51,Completed,PayPal,Next Day,14.3,147.99,9.66,2002.46,2025-05-02 16:05:51,2025-05-02 16:05:51
10847,4649,2025-06-07 15:24:48,Pending,Credit Card,Next Day,5.41,411.1,10.8,5544.49,2025-06-07 15:24:48,2025-06-07 15:24:48
10848,2939,2025-02-25 03:22:25,Completed,PayPal,Standard,21.63,371.87,32.64,5009.27,2025-02-25 03:22:25,2025-02-25 03:22:25
10849,1675,2025-11-27 05:31:59,Cancelled,Credit Card,Next Day,20.57,121.72,20.64,1643.09,2025-11-27 05:31:59,2025-11-27 05:31:59
10850,2819,2025-07-08 00:12:16,Completed,Gift Card,Standard,16.64,523.83,0.0,7088.31,2025-07-08 00:12:16,2025-07-08 00:12:16
10851,378,2025-02-26 15:40:05,Completed,Gift Card,Standard,6.37,307.83,17.57,4144.5,2025-02-26 15:40:05,2025-02-26 15:40:05
10852,4832,2025-05-11 15:04:14,Completed,Gift Card,Next Day,5.32,108.0,0.0,1463.38,2025-05-11 15:04:14,2025-05-11 15:04:14
10853,273,2025-03-16 08:58:13,Completed,Gift Card,Express,2.38,112.64,0.0,1523.07,2025-03-16 08:58:13,2025-03-16 08:58:13
10854,4565,2025-12-01 23:04:02,Completed,PayPal,Next Day,9.81,435.04,0.0,5882.88,2025-12-01 23:04:02,2025-12-01 23:04:02
10855,3677,2025-03-07 13:52:49,Completed,PayPal,Next Day,0.21,210.97,0.0,2848.26,2025-03-07 13:52:49,2025-03-07 13:52:49
10856,2267,2025-08-16 01:14:48,Returned,PayPal,Next Day,10.11,650.92,0.0,8797.47,2025-08-16 01:14:48,2025-08-16 01:14:48
10857,3032,2025-12-01 04:00:25,Completed,Credit Card,Next Day,20.71,106.59,0.0,1459.7,2025-12-01 04:00:25,2025-12-01 04:00:25
10858,4944,2025-12-16 06:21:25,Completed,PayPal,Standard,2.78,212.1,6.29,2859.87,2025-12-16 06:21:25,2025-12-16 06:21:25
10859,4779,2025-04-27 00:30:17,Completed,Credit Card,Express,7.15,392.98,0.0,5312.36,2025-04-27 00:30:17,2025-04-27 00:30:17
10860,81,2025-05-18 01:05:41,Completed,PayPal,Standard,16.15,263.95,0.0,3579.49,2025-05-18 01:05:41,2025-05-18 01:05:41
10861,1215,2025-09-12 10:00:21,Completed,Gift Card,Express,18.75,308.13,0.31,4178.15,2025-09-12 10:00:21,2025-09-12 10:00:21
10862,3447,2025-09-03 02:55:09,Pending,Debit Card,Next Day,23.87,347.64,0.0,4717.06,2025-09-03 02:55:09,2025-09-03 02:55:09
10863,4865,2025-07-13 19:53:01,Cancelled,Credit Card,Next Day,1.9,425.82,48.62,5701.84,2025-07-13 19:53:01,2025-07-13 19:53:01
10864,2284,2026-01-02 11:58:51,Pending,Debit Card,Express,22.77,483.18,0.0,6545.67,2026-01-02 11:58:51,2026-01-02 11:58:51
10865,4688,2025-08-20 16:58:55,Cancelled,Credit Card,Next Day,22.77,373.11,29.03,5030.78,2025-08-20 16:58:55,2025-08-20 16:58:55
10866,4803,2025-03-29 13:24:30,Completed,Credit Card,Next Day,1.87,283.28,0.0,3826.2,2025-03-29 13:24:30,2025-03-29 13:24:30
10867,4650,2025-03-01 05:42:21,Completed,Gift Card,Standard,5.84,379.94,0.0,5135.07,2025-03-01 05:42:21,2025-03-01 05:42:21
10868,1989,2026-01-26 17:13:59,Completed,Gift Card,Express,8.81,380.47,0.0,5145.1,2026-01-26 17:13:59,2026-01-26 17:13:59
10869,1378,2025-02-25 16:31:21,Completed,Gift Card,Next Day,3.96,391.18,6.01,5278.92,2025-02-25 16:31:21,2025-02-25 16:31:21
10870,1095,2025-07-04 09:59:23,Pending,Gift Card,Next Day,24.51,179.61,0.0,2449.28,2025-07-04 09:59:23,2025-07-04 09:59:23
10871,4574,2025-09-21 16:00:13,Completed,PayPal,Standard,2.8,21.99,0.0,299.69,2025-09-21 16:00:13,2025-09-21 16:00:13
10872,2498,2025-08-26 03:34:00,Completed,Gift Card,Standard,3.12,312.23,0.0,4218.2,2025-08-26 03:34:00,2025-08-26 03:34:00
10873,3315,2026-01-10 05:14:18,Cancelled,Credit Card,Standard,17.65,250.0,2.47,3390.23,2026-01-10 05:14:18,2026-01-10 05:14:18
10874,1762,2025-06-03 21:46:18,Completed,Credit Card,Standard,23.13,57.94,0.0,805.33,2025-06-03 21:46:18,2025-06-03 21:46:18
10875,1894,2025-03-24 03:42:06,Completed,Credit Card,Next Day,22.47,48.46,39.39,637.26,2025-03-24 03:42:06,2025-03-24 03:42:06
10876,3779,2025-08-03 17:23:33,Completed,PayPal,Standard,9.32,24.14,0.0,335.2,2025-08-03 17:23:33,2025-08-03 17:23:33
10877,1698,2025-08-17 09:06:27,Cancelled,Credit Card,Next Day,6.4,157.2,8.47,2120.08,2025-08-17 09:06:27,2025-08-17 09:06:27
10878,2883,2025-12-30 20:22:14,Completed,Credit Card,Next Day,8.94,78.83,0.0,1073.17,2025-12-30 20:22:14,2025-12-30 20:22:14
10879,4314,2025-08-14 06:03:24,Completed,Credit Card,Express,6.04,245.04,0.0,3314.02,2025-08-14 06:03:24,2025-08-14 06:03:24
10880,4175,2025-08-04 18:01:13,Completed,Debit Card,Next Day,0.59,277.04,41.21,3699.37,2025-08-04 18:01:13,2025-08-04 18:01:13
10881,3151,2025-03-13 00:13:33,Completed,Credit Card,Standard,11.06,79.53,0.0,1084.73,2025-03-13 00:13:33,2025-03-13 00:13:33
10882,4683,2025-10-10 17:52:15,Completed,Credit Card,Standard,7.4,646.26,6.16,8725.76,2025-10-10 17:52:15,2025-10-10 17:52:15
10883,2701,2025-12-23 18:51:39,Returned,Debit Card,Express,22.31,290.35,24.13,3917.88,2025-12-23 18:51:39,2025-12-23 18:51:39
10884,577,2025-03-27 21:35:29,Completed,Debit Card,Express,9.31,97.12,0.0,1320.38,2025-03-27 21:35:29,2025-03-27 21:35:29
10885,1890,2025-08-25 08:18:32,Completed,Credit Card,Next Day,17.8,21.99,14.9,299.79,2025-08-25 08:18:32,2025-08-25 08:18:32
10886,4942,2025-07-08 09:08:06,Completed,Credit Card,Next Day,21.79,147.28,0.0,2010.06,2025-07-08 09:08:06,2025-07-08 09:08:06
10887,3020,2025-09-14 06:49:08,Completed,Credit Card,Express,15.77,72.06,0.0,988.59,2025-09-14 06:49:08,2025-09-14 06:49:08
10888,4969,2025-03-10 20:18:09,Completed,Credit Card,Next Day,4.45,458.49,32.1,6162.02,2025-03-10 20:18:09,2025-03-10 20:18:09
10889,1108,2026-01-26 04:03:59,Completed,PayPal,Next Day,12.24,326.32,0.0,4417.55,2026-01-26 04:03:59,2026-01-26 04:03:59
10890,188,2025-04-01 11:13:36,Cancelled,Debit Card,Standard,5.62,49.86,0.0,678.67,2025-04-01 11:13:36,2025-04-01 11:13:36
10891,4895,2025-10-01 09:47:44,Completed,Gift Card,Next Day,0.2,305.31,13.68,4108.22,2025-10-01 09:47:44,2025-10-01 09:47:44
10892,2056,2025-11-19 13:13:45,Cancelled,Debit Card,Express,4.89,331.39,0.0,4478.66,2025-11-19 13:13:45,2025-11-19 13:13:45
10893,1335,2025-08-19 10:24:07,Pending,Credit Card,Express,13.21,149.86,14.41,2021.88,2025-08-19 10:24:07,2025-08-19 10:24:07
10894,854,2025-07-06 18:54:15,Completed,PayPal,Standard,13.95,384.0,47.36,5150.65,2025-07-06 18:54:15,2025-07-06 18:54:15
10895,3063,2025-11-02 22:31:17,Completed,PayPal,Express,20.52,199.12,0.0,2708.64,2025-11-02 22:31:17,2025-11-02 22:31:17
10896,4981,2025-04-28 17:19:27,Completed,Credit Card,Express,24.17,353.15,0.0,4791.67,2025-04-28 17:19:27,2025-04-28 17:19:27
10897,759,2025-03-24 07:37:44,Completed,Gift Card,Next Day,14.91,381.2,0.0,5161.15,2025-03-24 07:37:44,2025-03-24 07:37:44
10898,618,2026-01-28 18:21:40,Completed,PayPal,Express,19.57,74.18,0.0,1021.02,2026-01-28 18:21:40,2026-01-28 18:21:40
